at the Great Wall of China
by the Great Wall of China
at the Statue of Liberty
by the Statue of Liberty
at the Eiffel Tower
by the Eiffel Tower
at Big Ben
by Big Ben
at the Sydney Opera House
by the Sydney Opera House
at the Hollywood Sign
by the Hollywood Sign
at the Colosseum
by the Colosseum
at the White House
by the White House
at the Sagrada Familia
by the Sagrada Familia
at the Little Mermaid
by the Little Mermaid
at the Taj Mahal
by the Taj Mahal
at the Burj Al Arab Hotel
by the Burj Al Arab Hotel
at the The Pyramids of Giza
by the The Pyramids of Giza
at the Grand Canyon
by the Grand Canyon
at the Arc de Triomphe
by the Arc de Triomphe
at Times Square
in Times Square
"at the Acropolis, Greece"
"by the Acropolis, Greece"
at the Tokyo Tower
by the Tokyo Tower
at Brussels: Mannekin-Pis
by Brussels: Mannekin-Pis
"at Christ the Redeemer - Rio De Janerio, Brazil"
"by Christ the Redeemer - Rio De Janerio, Brazil"
at the Uluru
by the Uluru
at the London Eye
by the London Eye
at the Empire State Building
by the Empire State Building
at Machu Picchu
by Machu Picchu
"at The Forbidden City, China"
"by The Forbidden City, China"
at Burj Khalifa
by Burj Khalifa
at the Louvre Museum
by the Louvre Museum
at Petra
by Petra
at Saint Basil's Cathedral
by Saint Basil's Cathedral
at the Prague Castle
by the Prague Castle
at the Oriental Pearl Tower
by the Oriental Pearl Tower
at the Golden Gate Bridge
by the Golden Gate Bridge
at the Hagia Sophia
by the Hagia Sophia
at Mount Rushmore
by Mount Rushmore
at Stonehenge
by Stonehenge
at Versailles
by Versailles
at Mount Kilimanjaro
by Mount Kilimanjaro
on Capitol Hill
by Capitol Hill
at the Berlin Wall
by the Berlin Wall
"at the Ancient City Walls, Dubrovnik"
"by the Ancient City Walls, Dubrovnik"
at the Tower of London
by the Tower of London
at Moai
by Moai
at the Neuschwanstein Castle
by the Neuschwanstein Castle
at the Milan Cathedral
by the Milan Cathedral
at Vesuvio
by Vesuvio
at the Rock of Gibraltar
by the Rock of Gibraltar
at the Willis Tower (Sears Tower)
by the Willis Tower (Sears Tower)
at the Hermitage Museum
by the Hermitage Museum
at the Tower Bridge
by the Tower Bridge
at Chichen Itza Mexico
by Chichen Itza Mexico
at the The Great Sphinx
by the The Great Sphinx
at Niagara Falls
by Niagara Falls
at the Sacre-Coeur Basilica
by the Sacre-Coeur Basilica
at the Space Needle
by the Space Needle
"at Mont St. Michel, France"
"by Mont St. Michel, France"
"at St. Peter's Basilica, Vatican"
"by St. Peter's Basilica, Vatican"
"at Angkor Wat, Cambodia"
"by Angkor Wat, Cambodia"
at the Brooklyn Bridge
by the Brooklyn Bridge
at the Kremlin
by the Kremlin
at the Pantheon
by the Pantheon
at Trafalgar Square
by Trafalgar Square
at the Pond Du Garre
by the Pond Du Garre
at the Alhambra
by the Alhambra
"at the Gamla Stan, Stockholm"
"by the Gamla Stan, Stockholm"
at Monument Valley Navajo Tribal Park
in Monument Valley Navajo Tribal Park
"at the Potala Palace, Lhasa"
"by the Potala Palace, Lhasa"
by the Matterhorn
on the Matterhorn
at St. Mark's Square Venice
in St. Mark's Square Venice
at Buckingham Palace
in Buckingham Palace
at Ellis Island
on Ellis Island
at the Trevi Fountain
by the Trevi Fountain
at the Rockefeller Center
in the Rockefeller Center
at Auschwitz
by Auschwitz
at Iguazu Falls
by Iguazu Falls
"at Knossos, Crete"
"by Knossos, Crete"
at Windsor Castle
in Windsor Castle
"at The Summer Palace, China"
"by The Summer Palace, China"
at Fuji
on Fuji
at the Festung Hohensalzburg
by the Festung Hohensalzburg
at the Great Barrier Reef
by the Great Barrier Reef
at Yellowstone National Park
in Yellowstone National Park
at Luxor
in Luxor
"at the Grand Bazaar, Istanbul"
"in the Grand Bazaar, Istanbul"
"at the Great Geysir, Iceland"
"by the Great Geysir, Iceland"
at the Berlin Museum Island
by the Berlin Museum Island
at Galapagos Islands
in Galapagos Islands
at Lake Titicaca
by Lake Titicaca
at Newgrange
by Newgrange
"at Cappadocia, Turkey"
"in Cappadocia, Turkey"
at the Everglades National Park
in the Everglades National Park
at the Rijksmuseum
in the Rijksmuseum
at the Pompidue Center
in the Pompidue Center
at Central Park
in Central Park
"at the Leaning Tower of Pisa, Pisa"
"by the Leaning Tower of Pisa, Pisa"
at Table Mountain Cape Town
by Table Mountain Cape Town
by the Twelve Apostles
viewing the Twelve Apostles
by the CN Tower
in the CN Tower
at Westminster Abbey
by Westminster Abbey
at the Schonbrunn Palace
by the Schonbrunn Palace
at Edinburgh Castle
by Edinburgh Castle
at the Oslo Opera House
by the Oslo Opera House
at the Lincoln Memorial
by the Lincoln Memorial
at Yosemite National Park
in Yosemite National Park
at the Notre Dame Cathedral
by the Notre Dame Cathedral
by Mount Everest
on Mount Everest
at St. Mark's Basilica & Campanile
by St. Mark's Basilica & Campanile
in Las Vegas
visiting Las Vegas
at St. Paul's Cathedral
by St. Paul's Cathedral
at Alcatraz
by Alcatraz
